refactoring_type,file_path,method_name,class_name,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testFailingHasNextBug,FilterListIteratorTest,24,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testFalsePredicate,FilterListIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testFours,FilterListIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testManual,FilterListIteratorTest,118,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testNestedSixes,FilterListIteratorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testNestedSixes2,FilterListIteratorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testNestedSixes3,FilterListIteratorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testNextChangesPrevious,FilterListIteratorTest,24,1,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testOdds,FilterListIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testPreviousChangesNext,FilterListIteratorTest,30,1,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testThrees,FilterListIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testTruePredicate,FilterListIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testWalkLists,FilterListIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/IteratorChainTest.java,testConstructList,IteratorChainTest,28,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/IteratorChainTest.java,testEmptyChain,IteratorChainTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/IteratorChainTest.java,testFirstIteratorIsEmptyBug,IteratorChainTest,36,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/IteratorChainTest.java,testIterator,IteratorChainTest,20,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/IteratorChainTest.java,testRemoveFromFilteredIterator,IteratorChainTest,48,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/IteratorEnumerationTest.java,testEnumeration,IteratorEnumerationTest,30,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/IteratorIterableTest.java,testMultipleUserIterator,IteratorIterableTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LazyIteratorChainTest.java,testEmptyChain,LazyIteratorChainTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LazyIteratorChainTest.java,testFirstIteratorIsEmptyBug,LazyIteratorChainTest,54,4,4,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LazyIteratorChainTest.java,testIterator,LazyIteratorChainTest,20,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LazyIteratorChainTest.java,testRemoveFromFilteredIterator,LazyIteratorChainTest,48,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ListIteratorWrapper2Test.java,testIterator,ListIteratorWrapper2Test,44,4,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ListIteratorWrapper2Test.java,testReset,ListIteratorWrapper2Test,46,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ListIteratorWrapperTest.java,testIterator,ListIteratorWrapperTest,44,4,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ListIteratorWrapperTest.java,testReset,ListIteratorWrapperTest,46,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingIteratorTest.java,testConstructorEx,LoopingIteratorTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingIteratorTest.java,testLooping0,LoopingIteratorTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingIteratorTest.java,testLooping1,LoopingIteratorTest,34,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingIteratorTest.java,testLooping2,LoopingIteratorTest,34,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingIteratorTest.java,testLooping3,LoopingIteratorTest,40,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingIteratorTest.java,testRemoving1,LoopingIteratorTest,58,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingIteratorTest.java,testReset,LoopingIteratorTest,42,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingIteratorTest.java,testSize,LoopingIteratorTest,36,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testAdd,LoopingListIteratorTest,108,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testConstructorEx,LoopingListIteratorTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testJoggingNotOverBoundary,LoopingListIteratorTest,40,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testJoggingOverBoundary,LoopingListIteratorTest,38,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testLooping0,LoopingListIteratorTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testLooping1,LoopingListIteratorTest,54,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testLooping2,LoopingListIteratorTest,60,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testNextAndPreviousIndex,LoopingListIteratorTest,62,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testRemovingElementsAndIteratingBackwards,LoopingListIteratorTest,54,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testRemovingElementsAndIteratingForward,LoopingListIteratorTest,54,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testReset,LoopingListIteratorTest,54,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,testSet,LoopingListIteratorTest,46,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/NodeListIteratorTest.java,testEmptyIteratorWithNodeConstructor,NodeListIteratorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/NodeListIteratorTest.java,testFullIteratorWithNodeConstructor,NodeListIteratorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/NodeListIteratorTest.java,testNullConstructor,NodeListIteratorTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectArrayIteratorTest.java,testIterator,ObjectArrayIteratorTest,20,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectArrayIteratorTest.java,testNullArray,ObjectArrayIteratorTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectArrayListIteratorTest.java,testListIterator,ObjectArrayListIteratorTest,42,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteration_IteratorOfIterators,ObjectGraphIteratorTest,28,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteration_IteratorOfIteratorsWithEmptyIterators,ObjectGraphIteratorTest,36,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteration_RootNoTransformer,ObjectGraphIteratorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteration_RootNull,ObjectGraphIteratorTest,20,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteration_Transformed1,ObjectGraphIteratorTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteration_Transformed2,ObjectGraphIteratorTest,66,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteration_Transformed3,ObjectGraphIteratorTest,66,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteratorConstructor_null_next,ObjectGraphIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteratorConstructor_null_remove,ObjectGraphIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteratorConstructor_null1,ObjectGraphIteratorTest,20,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteratorConstructorIteration_Empty,ObjectGraphIteratorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteratorConstructorIteration_Simple,ObjectGraphIteratorTest,32,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteratorConstructorIteration_SimpleNoHasNext,ObjectGraphIteratorTest,28,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteratorConstructorIteration_WithEmptyIterators,ObjectGraphIteratorTest,40,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ObjectGraphIteratorTest.java,testIteratorConstructorRemove,ObjectGraphIteratorTest,34,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/list/TreeListTest.java,testBug35258,TreeListTest,60,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/list/TreeListTest.java,testBugCollections447,TreeListTest,40,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/PeekingIteratorTest.java,testEmpty,PeekingIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/PeekingIteratorTest.java,testIllegalRemove,PeekingIteratorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/PeekingIteratorTest.java,testIteratorExhausted,PeekingIteratorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/PeekingIteratorTest.java,testMultiplePeek,PeekingIteratorTest,32,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/PermutationIteratorTest.java,testEmptyCollection,PermutationIteratorTest,22,2,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/PermutationIteratorTest.java,testPermutationException,PermutationIteratorTest,24,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/PermutationIteratorTest.java,testPermutationUnicity,PermutationIteratorTest,36,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/PermutationIteratorTest.java,testPermutatorHasMore,PermutationIteratorTest,18,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/PushbackIteratorTest.java,testNormalIteration,PushbackIteratorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ReverseListIteratorTest.java,testReset,ReverseListIteratorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ReverseListIteratorTest.java,testReverse,ReverseListIteratorTest,64,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/SingletonIterator2Test.java,testIterator,SingletonIterator2Test,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/SingletonIterator2Test.java,testReset,SingletonIterator2Test,38,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/SingletonIteratorTest.java,testIterator,SingletonIteratorTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/SingletonIteratorTest.java,testReset,SingletonIteratorTest,38,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/SingletonListIteratorTest.java,testIterator,SingletonListIteratorTest,72,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/SingletonListIteratorTest.java,testReset,SingletonListIteratorTest,46,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/SkippingIteratorTest.java,testNegativeOffset,SkippingIteratorTest,18,3,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/SkippingIteratorTest.java,testOffsetGreaterThanSize,SkippingIteratorTest,26,4,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
