refactoring_type,file_path,method_name,class_name,lines_changed,commit_sha
Rename Method,core/spring-boot/src/main/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystem.java,,Log4J2LoggingSystem,16,ff11e21d73da7b5b1f0306106b94584d73e401bd
Extract Method,core/spring-boot/src/main/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystem.java,,Log4J2LoggingSystem,79,ff11e21d73da7b5b1f0306106b94584d73e401bd
Extract Method,core/spring-boot/src/main/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystem.java,,Log4J2LoggingSystem,62,ff11e21d73da7b5b1f0306106b94584d73e401bd
Change Return Type,core/spring-boot/src/test/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystemTests.java,package,Log4J2LoggingSystemTests,16,16439ad6e364267033b8b157f3608b46c654dffa
Remove Method Annotation,core/spring-boot/src/test/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystemTests.java,package,Log4J2LoggingSystemTests,15,16439ad6e364267033b8b157f3608b46c654dffa
Add Method Modifier,core/spring-boot/src/test/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystemTests.java,package,Log4J2LoggingSystemTests,14,16439ad6e364267033b8b157f3608b46c654dffa
Extract Method,core/spring-boot/src/main/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystem.java,,Log4J2LoggingSystem,115,16439ad6e364267033b8b157f3608b46c654dffa
Rename Variable,core/spring-boot/src/main/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystem.java,private,Log4J2LoggingSystem,10,16439ad6e364267033b8b157f3608b46c654dffa
Add Parameter,core/spring-boot/src/main/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystem.java,protected,Log4J2LoggingSystem,7,16439ad6e364267033b8b157f3608b46c654dffa
Add Parameter,core/spring-boot/src/test/java/org/springframework/boot/logging/log4j2/TestLog4J2LoggingSystem.java,protected,TestLog4J2LoggingSystem,9,16439ad6e364267033b8b157f3608b46c654dffa
Rename Method,spring-boot-project/spring-boot-docker-compose/src/test/java/org/springframework/boot/docker/compose/service/connection/ConnectionNamePredicateTests.java,,ConnectionNamePredicateTests,28,f547bc27a579ef912f5fbc390509e092898af869
Rename Parameter,spring-boot-project/spring-boot-docker-compose/src/test/java/org/springframework/boot/docker/compose/service/connection/ConnectionNamePredicateTests.java,private,ConnectionNamePredicateTests,4,f547bc27a579ef912f5fbc390509e092898af869
Rename Parameter,spring-boot-project/spring-boot-docker-compose/src/test/java/org/springframework/boot/docker/compose/service/connection/ConnectionNamePredicateTests.java,private,ConnectionNamePredicateTests,4,f547bc27a579ef912f5fbc390509e092898af869
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/cassandra/CassandraDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,CassandraDockerComposeConnectionDetailsFactoryIntegrationTests,10,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/clickhouse/ClickHouseJdbcDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,ClickHouseJdbcDockerComposeConnectionDetailsFactoryIntegrationTests,14,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/clickhouse/ClickHouseR2dbcDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,ClickHouseR2dbcDockerComposeConnectionDetailsFactoryIntegrationTests,14,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/elasticsearch/ElasticsearchDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,ElasticsearchDockerComposeConnectionDetailsFactoryIntegrationTests,10,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/mariadb/MariaDbJdbcDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,MariaDbJdbcDockerComposeConnectionDetailsFactoryIntegrationTests,10,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/mariadb/MariaDbR2dbcDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,MariaDbR2dbcDockerComposeConnectionDetailsFactoryIntegrationTests,10,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/mongo/MongoDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,MongoDockerComposeConnectionDetailsFactoryIntegrationTests,12,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/mysql/MySqlJdbcDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,MySqlJdbcDockerComposeConnectionDetailsFactoryIntegrationTests,10,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/mysql/MySqlR2dbcDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,MySqlR2dbcDockerComposeConnectionDetailsFactoryIntegrationTests,10,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/neo4j/Neo4jDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,Neo4jDockerComposeConnectionDetailsFactoryIntegrationTests,10,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/postgres/PostgresJdbcDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,PostgresJdbcDockerComposeConnectionDetailsFactoryIntegrationTests,14,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/postgres/PostgresR2dbcDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,PostgresR2dbcDockerComposeConnectionDetailsFactoryIntegrationTests,12,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/rabbit/RabbitDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,RabbitDockerComposeConnectionDetailsFactoryIntegrationTests,10,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Add Method Annotation,spring-boot-project/spring-boot-docker-compose/src/dockerTest/java/org/springframework/boot/docker/compose/service/connection/redis/RedisDockerComposeConnectionDetailsFactoryIntegrationTests.java,package,RedisDockerComposeConnectionDetailsFactoryIntegrationTests,10,24a23c4f72ed7d1b863cee3f3b9d9336c00c4957
Remove Parameter Annotation,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/MapConfigurationPropertySource.java,public,MapConfigurationPropertySource,20,5656c13f31690939645deec3c33e6297b0a63819
Change Variable Type,core/spring-boot/src/main/java/org/springframework/boot/ResourceBanner.java,private,ResourceBanner,6,6723cfd809e1dffac97b13149f61d6e23c5cfd1c
Change Return Type,core/spring-boot/src/main/java/org/springframework/boot/ResourceBanner.java,private,ResourceBanner,14,6723cfd809e1dffac97b13149f61d6e23c5cfd1c
Change Return Type,core/spring-boot/src/main/java/org/springframework/boot/ResourceBanner.java,private,ResourceBanner,8,6723cfd809e1dffac97b13149f61d6e23c5cfd1c
Change Variable Type,core/spring-boot/src/main/java/org/springframework/boot/ResourceBanner.java,private,ResourceBanner,12,6723cfd809e1dffac97b13149f61d6e23c5cfd1c
Change Return Type,core/spring-boot/src/main/java/org/springframework/boot/ResourceBanner.java,private,ResourceBanner,22,6723cfd809e1dffac97b13149f61d6e23c5cfd1c
Remove Method Annotation,module/spring-boot-graphql/src/main/java/org/springframework/boot/graphql/autoconfigure/reactive/GraphQlWebFluxAutoConfiguration.java,private,GraphQlWebFluxAutoConfiguration,8,12bf4507d8efb2b6d0bf99a384c46f27d1e8df64
Remove Method Annotation,module/spring-boot-graphql/src/main/java/org/springframework/boot/graphql/autoconfigure/servlet/GraphQlWebMvcAutoConfiguration.java,private,GraphQlWebMvcAutoConfiguration,8,12bf4507d8efb2b6d0bf99a384c46f27d1e8df64
Add Method Annotation,module/spring-boot-hibernate/src/main/java/org/springframework/boot/hibernate/SpringJtaPlatform.java,protected,SpringJtaPlatform,10,011d42cb2a686bb8551beb132694b314fdf2cfd2
Remove Method Annotation,module/spring-boot-hibernate/src/main/java/org/springframework/boot/hibernate/SpringJtaPlatform.java,protected,SpringJtaPlatform,10,011d42cb2a686bb8551beb132694b314fdf2cfd2
Add Method Annotation,module/spring-boot-hibernate/src/main/java/org/springframework/boot/hibernate/SpringJtaPlatform.java,protected,SpringJtaPlatform,10,011d42cb2a686bb8551beb132694b314fdf2cfd2
Remove Method Annotation,module/spring-boot-hibernate/src/main/java/org/springframework/boot/hibernate/SpringJtaPlatform.java,protected,SpringJtaPlatform,10,011d42cb2a686bb8551beb132694b314fdf2cfd2
Change Attribute Type,module/spring-boot-flyway/src/main/java/org/springframework/boot/flyway/autoconfigure/FlywayAutoConfiguration.java,,FlywayAutoConfiguration,2,3c01fdfeaafd06bbe470be05ad712a917f097945
Change Return Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/autoconfigure/actuate/web/ManagementErrorEndpoint.java,public,ManagementErrorEndpoint,12,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Return Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/autoconfigure/error/AbstractErrorController.java,protected,AbstractErrorController,11,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Variable Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/autoconfigure/error/BasicErrorController.java,public,BasicErrorController,5,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Variable Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,public,DefaultErrorAttributes,7,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Return Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,public,DefaultErrorAttributes,15,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Variable Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,12,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Return Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,18,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Parameter Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,12,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Parameter Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,8,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Parameter Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,8,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Parameter Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,8,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Parameter Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,8,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Parameter Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,4,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Parameter Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,4,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Parameter Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,4,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Return Type,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/error/ErrorAttributes.java,public,ErrorAttributes,24,303d4910bdc042b68cbd48d1d14523d7fbebc445
Change Return Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/autoconfigure/error/AbstractErrorWebExceptionHandler.java,protected,AbstractErrorWebExceptionHandler,22,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Parameter Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/autoconfigure/error/AbstractErrorWebExceptionHandler.java,protected,AbstractErrorWebExceptionHandler,4,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Parameter Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/autoconfigure/error/AbstractErrorWebExceptionHandler.java,protected,AbstractErrorWebExceptionHandler,34,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Variable Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/autoconfigure/error/DefaultErrorWebExceptionHandler.java,protected,DefaultErrorWebExceptionHandler,4,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Variable Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/autoconfigure/error/DefaultErrorWebExceptionHandler.java,protected,DefaultErrorWebExceptionHandler,10,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Return Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/autoconfigure/error/DefaultErrorWebExceptionHandler.java,private,DefaultErrorWebExceptionHandler,8,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Parameter Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/autoconfigure/error/DefaultErrorWebExceptionHandler.java,private,DefaultErrorWebExceptionHandler,6,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Parameter Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/autoconfigure/error/DefaultErrorWebExceptionHandler.java,protected,DefaultErrorWebExceptionHandler,4,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Variable Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/error/DefaultErrorAttributes.java,public,DefaultErrorAttributes,7,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Return Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/error/DefaultErrorAttributes.java,public,DefaultErrorAttributes,15,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Variable Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,16,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Return Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,32,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Parameter Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,4,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Parameter Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/error/DefaultErrorAttributes.java,private,DefaultErrorAttributes,20,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Change Return Type,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/error/ErrorAttributes.java,public,ErrorAttributes,22,0d192347fd956bc1d7d39ce7f72ddef940660b6c
Extract Variable,module/spring-boot-tomcat/src/main/java/org/springframework/boot/tomcat/metrics/TomcatMetricsBinder.java,public,TomcatMetricsBinder,3,007720d28d938445adb6b661da572b20e1b2212b
Extract Variable,module/spring-boot-tomcat/src/main/java/org/springframework/boot/tomcat/metrics/TomcatMetricsBinder.java,public,TomcatMetricsBinder,9,007720d28d938445adb6b661da572b20e1b2212b
Extract Variable,module/spring-boot-tomcat/src/main/java/org/springframework/boot/tomcat/servlet/NestedJarResourceSet.java,protected,NestedJarResourceSet,40,007720d28d938445adb6b661da572b20e1b2212b
Extract Variable,module/spring-boot-security/src/main/java/org/springframework/boot/security/reactive/ApplicationContextServerWebExchangeMatcher.java,protected,ApplicationContextServerWebExchangeMatcher,3,dcd25abcce12dc11c406ff6b58d995a83b76dc66
Extract Variable,module/spring-boot-security-oauth2-resource-server/src/main/java/org/springframework/boot/security/oauth2/server/resource/autoconfigure/reactive/ReactiveOAuth2ResourceServerJwkConfiguration.java,package,ReactiveOAuth2ResourceServerJwkConfiguration,6,99629d0d325fa68302b26016a7ab24ba5f033f9b
Extract Variable,module/spring-boot-security-oauth2-resource-server/src/main/java/org/springframework/boot/security/oauth2/server/resource/autoconfigure/reactive/ReactiveOAuth2ResourceServerJwkConfiguration.java,package,ReactiveOAuth2ResourceServerJwkConfiguration,7,99629d0d325fa68302b26016a7ab24ba5f033f9b
Extract Variable,module/spring-boot-security-oauth2-resource-server/src/main/java/org/springframework/boot/security/oauth2/server/resource/autoconfigure/reactive/ReactiveOAuth2ResourceServerOpaqueTokenConfiguration.java,package,ReactiveOAuth2ResourceServerOpaqueTokenConfiguration,9,99629d0d325fa68302b26016a7ab24ba5f033f9b
Extract Variable,module/spring-boot-security-oauth2-resource-server/src/main/java/org/springframework/boot/security/oauth2/server/resource/autoconfigure/reactive/ReactiveOAuth2ResourceServerOpaqueTokenConfiguration.java,package,ReactiveOAuth2ResourceServerOpaqueTokenConfiguration,9,99629d0d325fa68302b26016a7ab24ba5f033f9b
Extract Variable,module/spring-boot-security-oauth2-resource-server/src/main/java/org/springframework/boot/security/oauth2/server/resource/autoconfigure/servlet/OAuth2ResourceServerOpaqueTokenConfiguration.java,package,OAuth2ResourceServerOpaqueTokenConfiguration,9,99629d0d325fa68302b26016a7ab24ba5f033f9b
Extract Variable,module/spring-boot-security-oauth2-resource-server/src/main/java/org/springframework/boot/security/oauth2/server/resource/autoconfigure/servlet/OAuth2ResourceServerOpaqueTokenConfiguration.java,package,OAuth2ResourceServerOpaqueTokenConfiguration,9,99629d0d325fa68302b26016a7ab24ba5f033f9b
Extract Variable,module/spring-boot-security-oauth2-resource-server/src/main/java/org/springframework/boot/security/oauth2/server/resource/autoconfigure/servlet/OAuth2ResourceServerOpaqueTokenConfiguration.java,package,OAuth2ResourceServerOpaqueTokenConfiguration,9,99629d0d325fa68302b26016a7ab24ba5f033f9b
Extract Variable,module/spring-boot-rsocket/src/main/java/org/springframework/boot/rsocket/context/RSocketPortInfoApplicationContextInitializer.java,public,RSocketPortInfoApplicationContextInitializer,9,72e6ddd919bbcd330a26999559f00cb4036364f3
Extract Variable,module/spring-boot-reactor-netty/src/main/java/org/springframework/boot/reactor/netty/GracefulShutdown.java,package,GracefulShutdown,3,26a35c901231c851c6c29250a781e7a5b38e3e6d
Extract Variable,module/spring-boot-reactor-netty/src/main/java/org/springframework/boot/reactor/netty/NettyWebServer.java,public,NettyWebServer,40,26a35c901231c851c6c29250a781e7a5b38e3e6d
Extract Variable,module/spring-boot-reactor-netty/src/main/java/org/springframework/boot/reactor/netty/NettyWebServer.java,protected,NettyWebServer,5,26a35c901231c851c6c29250a781e7a5b38e3e6d
Extract Variable,module/spring-boot-reactor-netty/src/main/java/org/springframework/boot/reactor/netty/NettyWebServer.java,public,NettyWebServer,39,26a35c901231c851c6c29250a781e7a5b38e3e6d
Extract Variable,module/spring-boot-reactor-netty/src/main/java/org/springframework/boot/reactor/netty/NettyWebServer.java,public,NettyWebServer,19,26a35c901231c851c6c29250a781e7a5b38e3e6d
Extract Method,module/spring-boot-r2dbc/src/main/java/org/springframework/boot/r2dbc/autoconfigure/R2dbcAutoConfiguration.java,,R2dbcAutoConfiguration,37,6c288c9deff4c36e01b7e2c1a04cfa9c3c90099c
Extract Method,module/spring-boot-r2dbc/src/main/java/org/springframework/boot/r2dbc/autoconfigure/R2dbcAutoConfiguration.java,,R2dbcAutoConfiguration,35,6c288c9deff4c36e01b7e2c1a04cfa9c3c90099c
Extract Method,module/spring-boot-r2dbc/src/main/java/org/springframework/boot/r2dbc/autoconfigure/R2dbcAutoConfiguration.java,,R2dbcAutoConfiguration,35,6c288c9deff4c36e01b7e2c1a04cfa9c3c90099c
Extract Variable,module/spring-boot-r2dbc/src/main/java/org/springframework/boot/r2dbc/autoconfigure/R2dbcAutoConfiguration.java,public,R2dbcAutoConfiguration,3,6c288c9deff4c36e01b7e2c1a04cfa9c3c90099c
Change Parameter Type,module/spring-boot-r2dbc/src/main/java/org/springframework/boot/r2dbc/autoconfigure/R2dbcAutoConfiguration.java,private,R2dbcAutoConfiguration,4,6c288c9deff4c36e01b7e2c1a04cfa9c3c90099c
Remove Parameter,module/spring-boot-r2dbc/src/main/java/org/springframework/boot/r2dbc/autoconfigure/R2dbcAutoConfiguration.java,private,R2dbcAutoConfiguration,22,6c288c9deff4c36e01b7e2c1a04cfa9c3c90099c
Extract Variable,module/spring-boot-r2dbc/src/main/java/org/springframework/boot/r2dbc/docker/compose/PostgresEnvironment.java,private,PostgresEnvironment,3,6c288c9deff4c36e01b7e2c1a04cfa9c3c90099c
Change Variable Type,module/spring-boot-pulsar/src/main/java/org/springframework/boot/pulsar/autoconfigure/PulsarPropertiesMapper.java,private,PulsarPropertiesMapper,4,1157a30d066ce10a7b27c94cfc2320efd07b410e
Change Variable Type,module/spring-boot-pulsar/src/main/java/org/springframework/boot/pulsar/autoconfigure/PulsarPropertiesMapper.java,private,PulsarPropertiesMapper,4,1157a30d066ce10a7b27c94cfc2320efd07b410e
Change Return Type,module/spring-boot-pulsar/src/main/java/org/springframework/boot/pulsar/autoconfigure/PulsarPropertiesMapper.java,private,PulsarPropertiesMapper,34,1157a30d066ce10a7b27c94cfc2320efd07b410e
Extract Variable,module/spring-boot-micrometer-observation/src/main/java/org/springframework/boot/micrometer/observation/autoconfigure/ObservationRegistryPostProcessor.java,private,ObservationRegistryPostProcessor,20,d744d8c497642146041d65ea819cd41772173070
Change Attribute Type,module/spring-boot-mustache/src/main/java/org/springframework/boot/mustache/autoconfigure/MustacheProperties.java,,MustacheProperties,2,55443f7c44500970727fa18d29ec9823e888ecee
Change Parameter Type,module/spring-boot-mustache/src/main/java/org/springframework/boot/mustache/autoconfigure/MustacheProperties.java,private,MustacheProperties,4,55443f7c44500970727fa18d29ec9823e888ecee
Extract Variable,module/spring-boot-mongodb/src/main/java/org/springframework/boot/mongodb/autoconfigure/MongoReactiveAutoConfiguration.java,public,MongoReactiveAutoConfiguration,3,eb146240476d0051aaae90fa83b017c19e7774ad
Remove Method Annotation,module/spring-boot-micrometer-metrics/src/main/java/org/springframework/boot/micrometer/metrics/autoconfigure/export/properties/PushRegistryPropertiesConfigAdapter.java,public,PushRegistryPropertiesConfigAdapter,10,49d3bd32c4366593b7fa7b357d99f6d2ca6bb01f
Remove Method Annotation,module/spring-boot-micrometer-metrics/src/main/java/org/springframework/boot/micrometer/metrics/autoconfigure/export/properties/PushRegistryPropertiesConfigAdapter.java,public,PushRegistryPropertiesConfigAdapter,10,49d3bd32c4366593b7fa7b357d99f6d2ca6bb01f
Remove Method Annotation,module/spring-boot-micrometer-metrics/src/main/java/org/springframework/boot/micrometer/metrics/autoconfigure/export/properties/PushRegistryPropertiesConfigAdapter.java,public,PushRegistryPropertiesConfigAdapter,10,49d3bd32c4366593b7fa7b357d99f6d2ca6bb01f
Change Variable Type,module/spring-boot-liquibase/src/main/java/org/springframework/boot/liquibase/endpoint/LiquibaseEndpoint.java,public,LiquibaseEndpoint,8,f1ed5098a37460dc10a8c54165ad81855736e65f
Change Attribute Type,module/spring-boot-liquibase/src/main/java/org/springframework/boot/liquibase/endpoint/LiquibaseEndpoint.java,,LiquibaseEndpoint,2,f1ed5098a37460dc10a8c54165ad81855736e65f
Change Return Type,module/spring-boot-liquibase/src/main/java/org/springframework/boot/liquibase/endpoint/LiquibaseEndpoint.java,public,LiquibaseEndpoint,8,f1ed5098a37460dc10a8c54165ad81855736e65f
Change Parameter Type,module/spring-boot-liquibase/src/main/java/org/springframework/boot/liquibase/endpoint/LiquibaseEndpoint.java,private,LiquibaseEndpoint,4,f1ed5098a37460dc10a8c54165ad81855736e65f
Extract Variable,module/spring-boot-ldap/src/main/java/org/springframework/boot/ldap/docker/compose/OpenLdapDockerComposeConnectionDetailsFactory.java,package,OpenLdapDockerComposeConnectionDetailsFactory,3,3fa7c3a5214e5a9ee9bb96c66cda1a28dd1a35ff
Extract Variable,module/spring-boot-kafka/src/main/java/org/springframework/boot/kafka/autoconfigure/SslBundleSslEngineFactory.java,public,SslBundleSslEngineFactory,5,369b1e92f9c22ce9b57e88f6b0fab750fcbab121
Extract Variable,module/spring-boot-kafka/src/main/java/org/springframework/boot/kafka/autoconfigure/SslBundleSslEngineFactory.java,public,SslBundleSslEngineFactory,5,369b1e92f9c22ce9b57e88f6b0fab750fcbab121
Extract Variable,module/spring-boot-kafka/src/main/java/org/springframework/boot/kafka/autoconfigure/SslBundleSslEngineFactory.java,public,SslBundleSslEngineFactory,5,369b1e92f9c22ce9b57e88f6b0fab750fcbab121
Extract Variable,module/spring-boot-kafka/src/main/java/org/springframework/boot/kafka/autoconfigure/SslBundleSslEngineFactory.java,public,SslBundleSslEngineFactory,5,369b1e92f9c22ce9b57e88f6b0fab750fcbab121
Change Attribute Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/DataSourceBuilder.java,,DataSourceBuilder,2,9d1b4897f1aa5ee4b0dcb2fb05855552455bb8b4
Extract Variable,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/PostgresEnvironment.java,private,PostgresEnvironment,3,9d1b4897f1aa5ee4b0dcb2fb05855552455bb8b4
Change Parameter Type,module/spring-boot-http-client/src/main/java/org/springframework/boot/http/client/autoconfigure/ClientHttpRequestFactories.java,private,ClientHttpRequestFactories,4,09b631d6c022972413983c84df76fe6e7186e882
Change Parameter Type,module/spring-boot-http-client/src/main/java/org/springframework/boot/http/client/autoconfigure/reactive/ClientHttpConnectors.java,private,ClientHttpConnectors,4,09b631d6c022972413983c84df76fe6e7186e882
Change Variable Type,module/spring-boot-flyway/src/main/java/org/springframework/boot/flyway/endpoint/FlywayEndpoint.java,public,FlywayEndpoint,8,5f5443ea6748e902a6b3c284c726f363489d21e0
Change Attribute Type,module/spring-boot-flyway/src/main/java/org/springframework/boot/flyway/endpoint/FlywayEndpoint.java,,FlywayEndpoint,2,5f5443ea6748e902a6b3c284c726f363489d21e0
Change Return Type,module/spring-boot-flyway/src/main/java/org/springframework/boot/flyway/endpoint/FlywayEndpoint.java,public,FlywayEndpoint,8,5f5443ea6748e902a6b3c284c726f363489d21e0
Change Parameter Type,module/spring-boot-flyway/src/main/java/org/springframework/boot/flyway/endpoint/FlywayEndpoint.java,private,FlywayEndpoint,4,5f5443ea6748e902a6b3c284c726f363489d21e0
Extract Variable,module/spring-boot-devtools/src/main/java/org/springframework/boot/devtools/autoconfigure/ConditionEvaluationDeltaLoggingListener.java,public,ConditionEvaluationDeltaLoggingListener,5,d9750462bc7574319108d9c6eaab883334d2429f
