refactoring_type,file_path,method_name,class_name,lines_changed
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultBloomFilterTest.java,testSparseNonSparseMerging,DefaultBloomFilterTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultIndexExtractorTest.java,testFromBitMapExtractor,DefaultIndexExtractorTest,24
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultIndexExtractorTest.java,testFromIndexArray,DefaultIndexExtractorTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/EnhancedDoubleHasherTest.java,testByteConstructor,EnhancedDoubleHasherTest,80
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorFromBitmapExtractorTest.java,testFromBitMapExtractor,IndexExtractorFromBitmapExtractorTest,46
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorTest.java,testFromBitMapExtractor,IndexExtractorTest,48
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexFilterTest.java,testFiltering,IndexFilterTest,32
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testAdvanceOnCountInvalidArguments,LayerManagerTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testAdvanceOnPopulated,LayerManagerTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testAdvanceOnSaturation,LayerManagerTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testBuilder,LayerManagerTest,34
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testClear,LayerManagerTest,26
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testCopy,LayerManagerTest,38
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testForEachBloomFilter,LayerManagerTest,40
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testGet,LayerManagerTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testNeverAdvance,LayerManagerTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testNextAndGetDepth,LayerManagerTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testNoCleanup,LayerManagerTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testOnMaxSizeIllegalValues,LayerManagerTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testRemoveEmptyTarget,LayerManagerTest,76
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,testTarget,LayerManagerTest,44
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testCardinalityAndIsEmpty,LayeredBloomFilterTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testCleanup,LayeredBloomFilterTest,62
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testEstimateUnionCrossTypes,LayeredBloomFilterTest,24
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testExpiration,LayeredBloomFilterTest,82
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testFindBitMapExtractor,LayeredBloomFilterTest,34
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testFindBloomFilter,LayeredBloomFilterTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testFindIndexExtractor,LayeredBloomFilterTest,28
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testGetLayer,LayeredBloomFilterTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testMultipleFilters,LayeredBloomFilterTest,26
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,testNext,LayeredBloomFilterTest,34
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testAndCardinality,SetOperationsTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testAndCardinalityWithDifferentLengthFilters,SetOperationsTest,32
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testCommutativityOnMismatchedSizes,SetOperationsTest,28
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testCosineDistance,SetOperationsTest,94
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testCosineSimilarity,SetOperationsTest,58
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testHammingDistance,SetOperationsTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testJaccardDistance,SetOperationsTest,52
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testJaccardSimilarity,SetOperationsTest,58
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testOrCardinality,SetOperationsTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testOrCardinalityWithDifferentLengthFilters,SetOperationsTest,32
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testXorCardinality,SetOperationsTest,40
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,testXorCardinalityWithDifferentLengthFilters,SetOperationsTest,34
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testBadNumberOfBits,ShapeTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testBadNumberOfHashFunctions,ShapeTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testBadNumberOfItems,ShapeTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testBadProbability,ShapeTest,24
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testEstimateN,ShapeTest,24
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testFromKM,ShapeTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testFromNM,ShapeTest,34
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testFromNMK,ShapeTest,42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testFromNP,ShapeTest,46
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testFromPMK,ShapeTest,48
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testGetProbability,ShapeTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testIsSparse,ShapeTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testProbability,ShapeTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,testToString,ShapeTest,8
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SimpleBloomFilterTest.java,testMergeShortBitMapExtractor,SimpleBloomFilterTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SparseBloomFilterTest.java,testBitMapExtractorEdgeCases,SparseBloomFilterTest,98
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SparseBloomFilterTest.java,testBloomFilterBasedMergeEdgeCases,SparseBloomFilterTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionAdd,AbstractCollectionTest,64
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionClear,AbstractCollectionTest,36
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionContains,AbstractCollectionTest,74
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionContainsAll,AbstractCollectionTest,88
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionIsEmpty,AbstractCollectionTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionIterator,AbstractCollectionTest,72
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionIteratorFailFast,AbstractCollectionTest,138
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionRemove,AbstractCollectionTest,92
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionRemoveAll,AbstractCollectionTest,86
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionRemoveIf,AbstractCollectionTest,84
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionRetainAll,AbstractCollectionTest,120
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionSize,AbstractCollectionTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionToArray,AbstractCollectionTest,88
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionToArray2,AbstractCollectionTest,116
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testCollectionToString,AbstractCollectionTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testUnsupportedAdd,AbstractCollectionTest,72
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java,testUnsupportedRemove,AbstractCollectionTest,78
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/CompositeCollectionTest.java,testAddNullList,CompositeCollectionTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/CompositeCollectionTest.java,testAddNullLists2Args,CompositeCollectionTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/CompositeCollectionTest.java,testAddNullListsVarArgs,CompositeCollectionTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/IndexedCollectionTest.java,testAddedObjectsCanBeRetrievedByKey,IndexedCollectionTest,34
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/IndexedCollectionTest.java,testDecoratedCollectionIsIndexedOnCreation,IndexedCollectionTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/IndexedCollectionTest.java,testEnsureDuplicateObjectsCauseException,IndexedCollectionTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/IndexedCollectionTest.java,testReindexUpdatesIndexWhenDecoratedCollectionIsModifiedSeparately,IndexedCollectionTest,38
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/PredicatedCollectionBuilderTest.java,testAddAllPass,PredicatedCollectionBuilderTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/PredicatedCollectionBuilderTest.java,testAddFail,PredicatedCollectionBuilderTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/PredicatedCollectionBuilderTest.java,testAddPass,PredicatedCollectionBuilderTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/PredicatedCollectionBuilderTest.java,testCreatePredicatedCollectionWithNotNullPredicate,PredicatedCollectionBuilderTest,36
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/PredicatedCollectionBuilderTest.java,testCreatePredicatedCollectionWithPredicate,PredicatedCollectionBuilderTest,42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/TransformedCollectionTest.java,testTransformedCollection,TransformedCollectionTest,28
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/TransformedCollectionTest.java,testTransformedCollection_decorateTransform,TransformedCollectionTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/UnmodifiableBoundedCollectionTest.java,testDecorateFactory,UnmodifiableBoundedCollectionTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/UnmodifiableBoundedCollectionTest.java,testUnmodifiable,UnmodifiableBoundedCollectionTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/UnmodifiableCollectionTest.java,testDecorateFactory,UnmodifiableCollectionTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/UnmodifiableCollectionTest.java,testUnmodifiable,UnmodifiableCollectionTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java,testComparatorIsSerializable,AbstractComparatorTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java,testEmptyListSort,AbstractComparatorTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java,testRandomListSort,AbstractComparatorTest,36
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java,testReverseListSort,AbstractComparatorTest,24
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/BooleanComparatorTest.java,testConstructors,BooleanComparatorTest,12
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/BooleanComparatorTest.java,testEqualsCompatibleInstance,BooleanComparatorTest,28
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/BooleanComparatorTest.java,testStaticFactoryMethods,BooleanComparatorTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testBadListComparatorChain,ComparatorChainTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testBadNoopComparatorChain,ComparatorChainTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testComparatorChainOnMinValuedComparator,ComparatorChainTest,40
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testListComparatorChain,ComparatorChainTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testNoopComparatorChain,ComparatorChainTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testAddAsEqual,FixedOrderComparatorTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testArrayConstructor,FixedOrderComparatorTest,26
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testConstructorPlusAdd,FixedOrderComparatorTest,24
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testListConstructor,FixedOrderComparatorTest,26
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testLock,FixedOrderComparatorTest,32
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testUnknownObjectBehavior,FixedOrderComparatorTest,68
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/TransformingComparatorTest.java,testEquals,TransformingComparatorTest,28
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractClosureTest.java,testClosureSanityTests,AbstractClosureTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullArrayToGetInstance,AbstractCompositePredicateTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullCollectionToGetInstance,AbstractCompositePredicateTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullElementInArrayToGetInstance,AbstractCompositePredicateTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullElementsInArrayToGetInstance,AbstractCompositePredicateTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullElementsInCollectionToGetInstance,AbstractCompositePredicateTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractPredicateTest.java,testPredicateSanityTests,AbstractPredicateTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testAllTrue,AllPredicateTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testEmptyArrayToGetInstance,AllPredicateTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testEmptyCollectionToGetInstance,AllPredicateTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testOneFalsePredicate,AllPredicateTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testOneTruePredicate,AllPredicateTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testTrueAndFalseCombined,AllPredicateTest,34
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareEquals,ComparatorPredicateTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareGreater,ComparatorPredicateTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareGreaterOrEqual,ComparatorPredicateTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareLess,ComparatorPredicateTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareLessOrEqual,ComparatorPredicateTest,16
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/EqualPredicateTest.java,testNullArgumentEqualsNullPredicate,EqualPredicateTest,8
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/EqualPredicateTest.java,testObjectFactoryUsesEqualsForTest,EqualPredicateTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/EqualPredicateTest.java,testPredicateTypeCanBeSuperClassOfObject,EqualPredicateTest,12
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/NullPredicateTest.java,testEnsurePredicateCanBeTypedWithoutWarning,NullPredicateTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/NullPredicateTest.java,testNullPredicate,NullPredicateTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractIteratorTest.java,testEmptyIterator,AbstractIteratorTest,42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractIteratorTest.java,testForEachRemaining,AbstractIteratorTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractIteratorTest.java,testFullIterator,AbstractIteratorTest,58
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractIteratorTest.java,testRemove,AbstractIteratorTest,48
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testAdd,AbstractListIteratorTest,72
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testAddThenRemove,AbstractListIteratorTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testAddThenSet,AbstractListIteratorTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testEmptyListIteratorIsIndeedEmpty,AbstractListIteratorTest,48
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testRemoveThenSet,AbstractListIteratorTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testSet,AbstractListIteratorTest,50
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testWalkForwardAndBack,AbstractListIteratorTest,64
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testEmptyMapIterator,AbstractMapIteratorTest,68
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testFullMapIterator,AbstractMapIteratorTest,64
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testMapIteratorRemoveGetKey,AbstractMapIteratorTest,36
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testMapIteratorRemoveGetValue,AbstractMapIteratorTest,36
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testMapIteratorSet,AbstractMapIteratorTest,86
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testMapIteratorSetRemoveSet,AbstractMapIteratorTest,40
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractOrderedMapIteratorTest.java,testMapIteratorOrder,AbstractOrderedMapIteratorTest,62
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIterator2Test.java,testIndexedArray,ArrayIterator2Test,66
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIterator2Test.java,testIterator,ArrayIterator2Test,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIteratorTest.java,testIterator,ArrayIteratorTest,26
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIteratorTest.java,testNullArray,ArrayIteratorTest,8
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIteratorTest.java,testReset,ArrayIteratorTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayListIteratorTest.java,testListIterator,ArrayListIteratorTest,42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testBounded,BoundedIteratorTest,46
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testEmptyBounded,BoundedIteratorTest,24
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testMaxGreaterThanSize,BoundedIteratorTest,54
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testNegativeMax,BoundedIteratorTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testNegativeOffset,BoundedIteratorTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testOffsetGreaterThanSize,BoundedIteratorTest,24
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveCalledTwice,BoundedIteratorTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveFirst,BoundedIteratorTest,56
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveLast,BoundedIteratorTest,66
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveMiddle,BoundedIteratorTest,56
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveUnsupported,BoundedIteratorTest,42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveWithoutCallingNext,BoundedIteratorTest,24
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testSameAsDecorated,BoundedIteratorTest,58
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testEmptyCollection,CartesianProductIteratorTest,12
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivity,CartesianProductIteratorTest,44
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithAllEmptyLists,CartesianProductIteratorTest,28
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithEmptyFirstList,CartesianProductIteratorTest,28
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithEmptyLastList,CartesianProductIteratorTest,28
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithEmptyList,CartesianProductIteratorTest,28
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithSameList,CartesianProductIteratorTest,44
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testForEachRemaining,CartesianProductIteratorTest,38
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testRemoveThrows,CartesianProductIteratorTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testGetSetComparator,CollatingIteratorTest,18
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateEven,CollatingIteratorTest,22
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateEvenEven,CollatingIteratorTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateEvenOdd,CollatingIteratorTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateFibEvenOdd,CollatingIteratorTest,132
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateOddEven,CollatingIteratorTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testNullComparator,CollatingIteratorTest,34
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testRemoveFromDouble,CollatingIteratorTest,32
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testRemoveFromSingle,CollatingIteratorTest,30
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testAddTo,ExtendedIteratorTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testAndThen,ExtendedIteratorTest,20
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testCreate,ExtendedIteratorTest,14
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testCreateNoRemove,ExtendedIteratorTest,10
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testCreateWithStream,ExtendedIteratorTest,16
