refactoring_type,class_name,method_name,lines_changed,cyclomatic_complexity,nesting_depth,file_path,commit_sha,class_encoded,method_encoded
Rename Parameter,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Extract Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Parameter,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Extract Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Parameter,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Extract Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Parameter,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Rename Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,858,2
Extract Method,SpatialExtentCartesianPointDocValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,0
Extract Method,SpatialExtentCartesianPointDocValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,0
Rename Variable,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Rename Variable,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Rename Parameter,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Rename Parameter,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Rename Variable,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Rename Parameter,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Rename Variable,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Rename Variable,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Rename Parameter,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Rename Variable,SpatialExtentCartesianPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,861,2
Extract Method,SpatialExtentCartesianPointSourceValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,0
Extract Method,SpatialExtentCartesianPointSourceValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,0
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Extract Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Parameter,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Extract Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Parameter,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Extract Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Parameter,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Extract Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Parameter,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Rename Variable,SpatialExtentCartesianPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,863,2
Extract Method,SpatialExtentCartesianShapeDocValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,865,0
Extract Method,SpatialExtentCartesianShapeDocValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,865,0
Rename Variable,SpatialExtentCartesianShapeDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,865,2
Rename Variable,SpatialExtentCartesianShapeDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,865,2
Rename Variable,SpatialExtentCartesianShapeDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,865,2
Rename Parameter,SpatialExtentCartesianShapeDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,865,2
Rename Parameter,SpatialExtentCartesianShapeDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,865,2
Rename Parameter,SpatialExtentCartesianShapeDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,865,2
Rename Parameter,SpatialExtentCartesianShapeDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,865,2
Extract Method,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,0
Extract Method,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,0
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Extract Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Parameter,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Extract Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Parameter,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Extract Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Parameter,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Extract Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Parameter,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Rename Variable,SpatialExtentCartesianShapeSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,867,2
Extract Method,SpatialExtentGeoPointDocValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,0
Extract Method,SpatialExtentGeoPointDocValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,0
Rename Variable,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Rename Variable,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Rename Parameter,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Rename Parameter,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Rename Variable,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Rename Parameter,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Rename Variable,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Rename Variable,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Rename Parameter,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Rename Variable,SpatialExtentGeoPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,869,2
Extract Method,SpatialExtentGeoPointSourceValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,871,0
Extract Method,SpatialExtentGeoPointSourceValuesAggregatorFunction,,26,7,2,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,871,0
Rename Variable,SpatialExtentGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,871,2
Rename Variable,SpatialExtentGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,871,2
Rename Variable,SpatialExtentGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,871,2
Extract Variable,SpatialExtentGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,871,2
Rename Variable,SpatialExtentGeoPointSourceValuesAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointSourceValuesAggregatorFunction.java,3fea67d11674b98af10747da06fa4772ffcf7dba,871,2
