refactoring_type,class_name,method_name,lines_changed,cyclomatic_complexity,nesting_depth,file_path,commit_sha,class_encoded,method_encoded
Move Method,SnapshotsService,,13,3,2,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,0
Move Method,SnapshotsService,,20,8,2,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,0
Move Method,SnapshotsService,,23,7,2,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,0
Change Method Access Modifier,SnapshotsService,public,23,7,2,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,4
Move Method,SnapshotsService,,21,1,1,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,0
Change Method Access Modifier,SnapshotsService,public,21,1,1,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,4
Move Method,SnapshotsService,,22,1,1,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,0
Change Method Access Modifier,SnapshotsService,public,22,1,1,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,4
Extract Class,SnapshotsService,,4330,506,11,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,0
Extract And Move Method,SnapshotsService,,208,40,6,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java,f0f641086f0fdfb8506e2ab19f47e3c8505c436e,843,0
Rename Parameter,ExitableDirectoryReader,public,1,1,1,server/src/main/java/org/elasticsearch/search/internal/ExitableDirectoryReader.java,a7b434b28e154db2348ec1e300d734d35a10c798,270,4
Add Parameter,ExitableDirectoryReader,public,7,1,1,server/src/main/java/org/elasticsearch/search/internal/ExitableDirectoryReader.java,a7b434b28e154db2348ec1e300d734d35a10c798,270,4
Rename Method,ExitableDirectoryReader,,7,1,1,server/src/main/java/org/elasticsearch/search/internal/ExitableDirectoryReader.java,a7b434b28e154db2348ec1e300d734d35a10c798,270,0
Rename Class,ExitableDirectoryReader,,24,1,1,server/src/main/java/org/elasticsearch/search/internal/ExitableDirectoryReader.java,a7b434b28e154db2348ec1e300d734d35a10c798,270,0
Rename Method,DefaultIVFVectorsReader,,10,2,1,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java,cd0e4aea1353dd115a9091674118689c2c7b97e7,173,0
Rename Method,DefaultIVFVectorsReader,,11,2,2,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java,cd0e4aea1353dd115a9091674118689c2c7b97e7,173,0
Add Variable Modifier,DefaultIVFVectorsReader,public,1,1,1,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java,cd0e4aea1353dd115a9091674118689c2c7b97e7,173,4
Add Variable Modifier,DefaultIVFVectorsReader,public,1,1,1,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java,cd0e4aea1353dd115a9091674118689c2c7b97e7,173,4
Rename Variable,DefaultIVFVectorsReader,public,1,1,1,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java,cd0e4aea1353dd115a9091674118689c2c7b97e7,173,4
Change Method Access Modifier,DefaultIVFVectorsReader,private,43,1,1,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java,cd0e4aea1353dd115a9091674118689c2c7b97e7,173,2
Extract Variable,DefaultIVFVectorsReader,private,1,1,1,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java,cd0e4aea1353dd115a9091674118689c2c7b97e7,173,2
Add Variable Modifier,DefaultIVFVectorsReader,private,1,1,1,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java,cd0e4aea1353dd115a9091674118689c2c7b97e7,173,2
Change Return Type,DefaultIVFVectorsReader,private,1,1,1,server/src/main/java/org/elasticsearch/index/codec/vectors/DefaultIVFVectorsReader.java,cd0e4aea1353dd115a9091674118689c2c7b97e7,173,2
Change Return Type,AbstractClient,public,1,1,1,server/src/main/java/org/elasticsearch/client/internal/support/AbstractClient.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,2,4
Replace Anonymous With Class,AbstractClient,,17,4,2,server/src/main/java/org/elasticsearch/client/internal/support/AbstractClient.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,2,0
Move Code,DatabaseNodeServiceTests,,53,7,3,modules/ingest-geoip/src/test/java/org/elasticsearch/ingest/geoip/DatabaseNodeServiceTests.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,163,0
Change Attribute Type,GeoIpDownloader,,1,1,1,modules/ingest-geoip/src/main/java/org/elasticsearch/ingest/geoip/GeoIpDownloader.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,330,0
Change Parameter Type,GeoIpDownloader,package,1,1,1,modules/ingest-geoip/src/main/java/org/elasticsearch/ingest/geoip/GeoIpDownloader.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,330,1
Change Return Type,Client,public,1,1,1,server/src/main/java/org/elasticsearch/client/internal/Client.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,89,4
Change Return Type,AbstractClient,public,1,1,1,server/src/main/java/org/elasticsearch/client/internal/support/AbstractClient.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,2,4
Change Variable Type,ShrinkActionTests,public,1,1,1,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ilm/ShrinkActionTests.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,823,4
Replace Variable With Attribute,MlIndexTemplateRegistryTests,public,1,1,1,x-pack/plugin/ml/src/test/java/org/elasticsearch/xpack/ml/MlIndexTemplateRegistryTests.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,590,4
Change Variable Type,MlIndexTemplateRegistryTests,public,1,1,1,x-pack/plugin/ml/src/test/java/org/elasticsearch/xpack/ml/MlIndexTemplateRegistryTests.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,590,4
Replace Variable With Attribute,WatcherIndexTemplateRegistryTests,public,1,1,1,x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/support/WatcherIndexTemplateRegistryTests.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,1084,4
Change Variable Type,WatcherIndexTemplateRegistryTests,public,1,1,1,x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/support/WatcherIndexTemplateRegistryTests.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,1084,4
Move Code,MlIndexTemplateRegistryTests,,27,1,1,x-pack/plugin/ml/src/test/java/org/elasticsearch/xpack/ml/MlIndexTemplateRegistryTests.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,590,0
Move Code,WatcherIndexTemplateRegistryTests,,36,1,1,x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/support/WatcherIndexTemplateRegistryTests.java,f7b7fafdbb2e1bf4d457157007f72e8abf092b48,1084,0
Extract And Move Method,SharedBlobCacheService,,64,9,7,x-pack/plugin/blob-cache/src/main/java/org/elasticsearch/blobcache/shared/SharedBlobCacheService.java,444c5f23228d1b7444c6076a993d980f23c40a28,821,0
Move Attribute,SharedBlobCacheService,,1,1,1,x-pack/plugin/blob-cache/src/main/java/org/elasticsearch/blobcache/shared/SharedBlobCacheService.java,444c5f23228d1b7444c6076a993d980f23c40a28,821,0
Add Parameter,SemanticTextFieldMapper,package,18,6,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/mapper/SemanticTextFieldMapper.java,347198787e3a33424171346aaba7985627e64d6e,804,1
Extract Method,SemanticTextFieldMapper,,49,10,3,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/mapper/SemanticTextFieldMapper.java,347198787e3a33424171346aaba7985627e64d6e,804,0
Extract Method,SemanticTextFieldMapper,,49,10,3,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/mapper/SemanticTextFieldMapper.java,347198787e3a33424171346aaba7985627e64d6e,804,0
Extract Method,SemanticTextFieldMapper,,49,10,3,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/mapper/SemanticTextFieldMapper.java,347198787e3a33424171346aaba7985627e64d6e,804,0
Rename Variable,SemanticTextFieldMapper,private,1,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/mapper/SemanticTextFieldMapper.java,347198787e3a33424171346aaba7985627e64d6e,804,2
Add Parameter,SemanticTextFieldMapper,private,9,2,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/mapper/SemanticTextFieldMapper.java,347198787e3a33424171346aaba7985627e64d6e,804,2
Modify Parameter Annotation,CopySign,public,5,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/math/CopySign.java,0cf8d3a1d64a6419cf602e41d25679fa6e0cb6e9,121,4
Modify Parameter Annotation,CopySign,public,5,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/math/CopySign.java,0cf8d3a1d64a6419cf602e41d25679fa6e0cb6e9,121,4
Modify Method Annotation,CopySign,public,5,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/math/CopySign.java,0cf8d3a1d64a6419cf602e41d25679fa6e0cb6e9,121,4
Change Method Access Modifier,Bucket,public,15,4,2,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/grouping/Bucket.java,afdd0b8d939ec31cd009993394e782e86be54fe3,66,4
Change Method Access Modifier,DateTrunc,public,3,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,4
Change Method Access Modifier,DateTrunc,public,3,2,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,4
Rename Variable,LocalSubstituteSurrogateExpressions,public,1,2,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressions.java,afdd0b8d939ec31cd009993394e782e86be54fe3,467,4
Move Method,LocalSubstituteSurrogateExpressions,,6,2,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressions.java,afdd0b8d939ec31cd009993394e782e86be54fe3,467,0
Change Variable Type,LocalSubstituteSurrogateExpressionTests,public,7,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,4
Rename Variable,LocalSubstituteSurrogateExpressionTests,public,7,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,4
Move Method,LocalSubstituteSurrogateExpressionTests,,29,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,0
Extract Method,LocalSubstituteSurrogateExpressionTests,,29,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,0
Extract Variable,LocalSubstituteSurrogateExpressionTests,private,1,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,2
Extract Variable,LocalSubstituteSurrogateExpressionTests,private,1,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,2
Extract Variable,LocalSubstituteSurrogateExpressionTests,private,1,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,2
Extract Variable,LocalSubstituteSurrogateExpressionTests,private,1,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,2
Extract Variable,LocalSubstituteSurrogateExpressionTests,private,1,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,2
Extract Variable,LocalSubstituteSurrogateExpressionTests,private,1,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,2
Extract Variable,LocalSubstituteSurrogateExpressionTests,private,1,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,2
Extract Variable,LocalSubstituteSurrogateExpressionTests,private,1,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,2
Extract Variable,LocalSubstituteSurrogateExpressionTests,private,1,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,2
Change Variable Type,LocalSubstituteSurrogateExpressionTests,public,4,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,4
Rename Variable,LocalSubstituteSurrogateExpressionTests,public,4,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,4
Move Method,LocalSubstituteSurrogateExpressionTests,,26,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,0
Extract Method,LocalSubstituteSurrogateExpressionTests,,26,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,0
Change Variable Type,LocalSubstituteSurrogateExpressionTests,public,4,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,4
Rename Variable,LocalSubstituteSurrogateExpressionTests,public,4,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,4
Move Method,LocalSubstituteSurrogateExpressionTests,,25,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,0
Extract Method,LocalSubstituteSurrogateExpressionTests,,25,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java,afdd0b8d939ec31cd009993394e782e86be54fe3,466,0
Change Variable Type,DateTrunc,private,1,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,2
Change Variable Type,DateTrunc,private,1,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,2
Rename Variable,DateTrunc,private,1,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,2
Rename Variable,DateTrunc,private,1,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,2
Rename Variable,DateTrunc,private,1,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,2
Rename Variable,DateTrunc,private,1,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,2
Add Parameter,DateTrunc,private,38,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,2
Change Method Access Modifier,DateTrunc,private,38,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,2
Remove Method Modifier,DateTrunc,public,38,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,4
Move Method,DateTrunc,,38,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java,afdd0b8d939ec31cd009993394e782e86be54fe3,167,0
Rename Attribute,RestPutComposableIndexTemplateAction,,1,1,1,server/src/main/java/org/elasticsearch/rest/action/admin/indices/RestPutComposableIndexTemplateAction.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,736,0
Rename Variable,MetadataIndexTemplateServiceTests,public,1,1,1,server/src/test/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateServiceTests.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,550,4
Rename Variable,MetadataIndexTemplateServiceTests,public,1,1,1,server/src/test/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateServiceTests.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,550,4
Rename Variable,MetadataIndexTemplateServiceTests,public,1,1,1,server/src/test/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateServiceTests.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,550,4
Rename Variable,MetadataIndexTemplateServiceTests,public,1,1,1,server/src/test/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateServiceTests.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,550,4
Rename Variable,MetadataIndexTemplateServiceTests,public,1,1,1,server/src/test/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateServiceTests.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,550,4
Reorder Parameter,MetadataIndexTemplateServiceTests,public,1,1,1,server/src/test/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateServiceTests.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,550,4
Extract Variable,ComposableIndexTemplateTests,public,12,7,1,server/src/test/java/org/elasticsearch/cluster/metadata/ComposableIndexTemplateTests.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,107,4
Extract Variable,MetadataIndexTemplateService,public,1,2,1,server/src/main/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateService.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,549,4
Invert Condition,MetadataIndexTemplateService,public,15,3,2,server/src/main/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateService.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,549,4
Add Variable Modifier,MetadataIndexTemplateService,public,1,1,1,server/src/main/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateService.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,549,4
Add Variable Modifier,MetadataIndexTemplateService,public,1,2,1,server/src/main/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateService.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,549,4
Add Variable Modifier,MetadataIndexTemplateService,public,1,1,1,server/src/main/java/org/elasticsearch/cluster/metadata/MetadataIndexTemplateService.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,549,4
Merge Parameter,ComposableIndexTemplate,private,1,1,1,server/src/main/java/org/elasticsearch/cluster/metadata/ComposableIndexTemplate.java,6b22eb5fbc7e87630b82fd385ec21a54e27d93d7,106,2
Move Class,FirstOverTimeDoubleAggregator,,84,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeDoubleAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,307,0
Move Class,FirstOverTimeFloatAggregator,,84,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeFloatAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,309,0
Move Class,FirstOverTimeIntAggregator,,84,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeIntAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,311,0
Move Class,FirstOverTimeLongAggregator,,84,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeLongAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,313,0
Move Class,LastOverTimeDoubleAggregator,,84,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/LastOverTimeDoubleAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,442,0
Move Class,LastOverTimeFloatAggregator,,84,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/LastOverTimeFloatAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,444,0
Move Class,LastOverTimeIntAggregator,,84,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/LastOverTimeIntAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,446,0
Move Class,LastOverTimeLongAggregator,,84,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/LastOverTimeLongAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,448,0
Rename Class,FirstOverTimeDoubleGroupingAggregatorFunction,,361,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeDoubleGroupingAggregatorFunction.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,308,0
Rename Class,FirstOverTimeFloatGroupingAggregatorFunction,,361,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeFloatGroupingAggregatorFunction.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,310,0
Rename Class,FirstOverTimeIntGroupingAggregatorFunction,,361,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeIntGroupingAggregatorFunction.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,312,0
Rename Class,FirstOverTimeLongGroupingAggregatorFunction,,361,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeLongGroupingAggregatorFunction.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,314,0
Rename Class,LastOverTimeDoubleGroupingAggregatorFunction,,361,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeDoubleGroupingAggregatorFunction.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,443,0
Rename Class,LastOverTimeFloatGroupingAggregatorFunction,,361,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeFloatGroupingAggregatorFunction.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,445,0
Rename Class,LastOverTimeIntGroupingAggregatorFunction,,361,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeIntGroupingAggregatorFunction.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,447,0
Rename Class,LastOverTimeLongGroupingAggregatorFunction,,361,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeLongGroupingAggregatorFunction.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,449,0
Change Attribute Type,FirstOverTimeDoubleAggregator,,1,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeDoubleAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,307,0
Change Parameter Type,FirstOverTimeDoubleAggregator,package,1,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeDoubleAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,307,1
Change Attribute Type,FirstOverTimeFloatAggregator,,1,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeFloatAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,309,0
Change Parameter Type,FirstOverTimeFloatAggregator,package,1,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeFloatAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,309,1
Change Attribute Type,FirstOverTimeIntAggregator,,1,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeIntAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,311,0
Change Parameter Type,FirstOverTimeIntAggregator,package,1,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeIntAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,311,1
Change Attribute Type,FirstOverTimeLongAggregator,,1,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeLongAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,313,0
Change Parameter Type,FirstOverTimeLongAggregator,package,1,2,1,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/FirstOverTimeLongAggregator.java,2eebbb49cd238c9f4538ebcb2d90bdbd03c7c03e,313,1
