refactoring_type,file_path,method_name,class_name,lines_changed,commit_sha
Extract Method,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,,DocumentSubsetBitsetCache,87,250d3252d9896e5bbaad42286927ee36aef397a1
Add Parameter,server/src/main/java/org/elasticsearch/cluster/routing/ShardMovementWriteLoadSimulator.java,private,ShardMovementWriteLoadSimulator,34,a31485f6e8f14869de0605e9f6b303b353b772a0
Rename Method,server/src/test/java/org/elasticsearch/cluster/routing/ShardMovementWriteLoadSimulatorTests.java,,ShardMovementWriteLoadSimulatorTests,141,a31485f6e8f14869de0605e9f6b303b353b772a0
Add Parameter,server/src/test/java/org/elasticsearch/cluster/routing/ShardMovementWriteLoadSimulatorTests.java,private,ShardMovementWriteLoadSimulatorTests,79,a31485f6e8f14869de0605e9f6b303b353b772a0
Remove Parameter,server/src/test/java/org/elasticsearch/cluster/routing/ShardMovementWriteLoadSimulatorTests.java,private,ShardMovementWriteLoadSimulatorTests,79,a31485f6e8f14869de0605e9f6b303b353b772a0
Remove Parameter,server/src/test/java/org/elasticsearch/cluster/routing/ShardMovementWriteLoadSimulatorTests.java,private,ShardMovementWriteLoadSimulatorTests,79,a31485f6e8f14869de0605e9f6b303b353b772a0
Inline Variable,modules/ingest-common/src/test/java/org/elasticsearch/ingest/common/ConvertProcessorTests.java,public,ConvertProcessorTests,3,f973aa2217853efa3d19703f33d0a77ee076d934
Inline Variable,modules/ingest-common/src/test/java/org/elasticsearch/ingest/common/ConvertProcessorTests.java,public,ConvertProcessorTests,3,f973aa2217853efa3d19703f33d0a77ee076d934
Inline Variable,modules/ingest-common/src/test/java/org/elasticsearch/ingest/common/ConvertProcessorTests.java,public,ConvertProcessorTests,3,f973aa2217853efa3d19703f33d0a77ee076d934
Remove Method Annotation,x-pack/plugin/esql/src/internalClusterTest/java/org/elasticsearch/xpack/esql/plugin/IndexResolutionIT.java,public,IndexResolutionIT,55,a79ea5daee1a901341a1f13779cd06d155ed374a
Rename Method,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/UpdateSettingsStep.java,,UpdateSettingsStep,6,5ad6a0e7116f1c31f73bcaeff0c604167c6925ef
Extract Method,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/UpdateSettingsStep.java,,UpdateSettingsStep,31,5ad6a0e7116f1c31f73bcaeff0c604167c6925ef
Extract Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/UpdateSettingsStep.java,public,UpdateSettingsStep,6,5ad6a0e7116f1c31f73bcaeff0c604167c6925ef
Replace Attribute With Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/UpdateSettingsStep.java,public,UpdateSettingsStep,7,5ad6a0e7116f1c31f73bcaeff0c604167c6925ef
Change Return Type,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/UpdateSettingsStep.java,public,UpdateSettingsStep,8,5ad6a0e7116f1c31f73bcaeff0c604167c6925ef
Rename Attribute,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/UpdateSettingsStep.java,,UpdateSettingsStep,2,5ad6a0e7116f1c31f73bcaeff0c604167c6925ef
Change Attribute Type,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/UpdateSettingsStep.java,,UpdateSettingsStep,2,5ad6a0e7116f1c31f73bcaeff0c604167c6925ef
Change Parameter Type,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/action/saml/TransportSamlAuthenticateAction.java,public,TransportSamlAuthenticateAction,4,0c6100d175f0a76fcda4106132c1c98959a9e982
Rename Parameter,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/action/saml/TransportSamlAuthenticateAction.java,public,TransportSamlAuthenticateAction,4,0c6100d175f0a76fcda4106132c1c98959a9e982
Rename Attribute,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/action/saml/TransportSamlAuthenticateAction.java,,TransportSamlAuthenticateAction,2,0c6100d175f0a76fcda4106132c1c98959a9e982
Change Attribute Type,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/action/saml/TransportSamlAuthenticateAction.java,,TransportSamlAuthenticateAction,2,0c6100d175f0a76fcda4106132c1c98959a9e982
Change Variable Type,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAuthenticator.java,private,SamlAuthenticator,26,0c6100d175f0a76fcda4106132c1c98959a9e982
Rename Variable,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAuthenticator.java,private,SamlAuthenticator,26,0c6100d175f0a76fcda4106132c1c98959a9e982
Add Parameter,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAuthenticator.java,package,SamlAuthenticator,14,0c6100d175f0a76fcda4106132c1c98959a9e982
Add Parameter,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAttributes.java,package,SamlAttributes,12,0c6100d175f0a76fcda4106132c1c98959a9e982
Add Parameter,x-pack/plugin/security/src/test/java/org/elasticsearch/xpack/security/authc/saml/SamlRealmTests.java,private,SamlRealmTests,262,0c6100d175f0a76fcda4106132c1c98959a9e982
Pull Up Attribute,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAttributes.java,,SamlAttributes,2,0c6100d175f0a76fcda4106132c1c98959a9e982
Pull Up Attribute,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAttributes.java,,SamlAttributes,2,0c6100d175f0a76fcda4106132c1c98959a9e982
Pull Up Attribute,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAttributes.java,,SamlAttributes,2,0c6100d175f0a76fcda4106132c1c98959a9e982
Change Attribute Type,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAttributes.java,,SamlAttributes,2,0c6100d175f0a76fcda4106132c1c98959a9e982
Extract Superclass,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAttributes.java,,SamlAttributes,81,0c6100d175f0a76fcda4106132c1c98959a9e982
Extract And Move Method,x-pack/plugin/security/src/main/java/org/elasticsearch/xpack/security/authc/saml/SamlAuthenticator.java,,SamlAuthenticator,102,0c6100d175f0a76fcda4106132c1c98959a9e982
Change Parameter Type,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionDefinition.java,public,TransportVersionDefinition,4,cb2e4db8acbf16be6a3826cc74b208e222025212
Rename Parameter,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionDefinition.java,public,TransportVersionDefinition,4,cb2e4db8acbf16be6a3826cc74b208e222025212
Change Parameter Type,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionLatest.java,public,TransportVersionLatest,4,cb2e4db8acbf16be6a3826cc74b208e222025212
Rename Parameter,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionLatest.java,public,TransportVersionLatest,4,cb2e4db8acbf16be6a3826cc74b208e222025212
Change Variable Type,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesService.java,package,TransportVersionResourcesService,4,cb2e4db8acbf16be6a3826cc74b208e222025212
Change Variable Type,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesService.java,package,TransportVersionResourcesService,4,cb2e4db8acbf16be6a3826cc74b208e222025212
Change Variable Type,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesService.java,package,TransportVersionResourcesService,4,cb2e4db8acbf16be6a3826cc74b208e222025212
Extract Variable,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesService.java,private,TransportVersionResourcesService,7,cb2e4db8acbf16be6a3826cc74b208e222025212
Change Parameter Type,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesService.java,private,TransportVersionResourcesService,4,cb2e4db8acbf16be6a3826cc74b208e222025212
Change Parameter Type,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesService.java,private,TransportVersionResourcesService,4,cb2e4db8acbf16be6a3826cc74b208e222025212
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/AbstractShapeGeometryFieldMapper.java,public,AbstractShapeGeometryFieldMapper,28,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,41,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,21,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,29,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,21,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,29,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,21,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,21,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,47,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,59,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,21,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,21,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,39,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java,public,BlockDocValuesReader,21,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockLoader.java,public,BlockLoader,9,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockLoader.java,public,BlockLoader,9,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BooleanScriptBlockDocValuesReader.java,public,BooleanScriptBlockDocValuesReader,22,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/DateScriptBlockDocValuesReader.java,public,DateScriptBlockDocValuesReader,22,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/DoubleScriptBlockDocValuesReader.java,public,DoubleScriptBlockDocValuesReader,22,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/IpScriptBlockDocValuesReader.java,public,IpScriptBlockDocValuesReader,22,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/KeywordScriptBlockDocValuesReader.java,public,KeywordScriptBlockDocValuesReader,22,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/LongScriptBlockDocValuesReader.java,public,LongScriptBlockDocValuesReader,22,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/lucene/read/ValueSourceReaderTypeConversionTests.java,public,ValueSourceReaderTypeConversionTests,13,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockLoader.java,public,BlockLoader,9,971c87dc70b66d81faba990854d0c084fbe34823
Extract Variable,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/planner/EsPhysicalOperationProviders.java,private,EsPhysicalOperationProviders,3,971c87dc70b66d81faba990854d0c084fbe34823
Extract Variable,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/planner/EsPhysicalOperationProviders.java,package,EsPhysicalOperationProviders,3,971c87dc70b66d81faba990854d0c084fbe34823
Localize Parameter,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/planner/EsPhysicalOperationProviders.java,package,EsPhysicalOperationProviders,20,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/planner/EsPhysicalOperationProviders.java,package,EsPhysicalOperationProviders,36,971c87dc70b66d81faba990854d0c084fbe34823
Remove Parameter,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/planner/EsPhysicalOperationProviders.java,private,EsPhysicalOperationProviders,36,971c87dc70b66d81faba990854d0c084fbe34823
Change Method Access Modifier,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/planner/EsPhysicalOperationProviders.java,package,EsPhysicalOperationProviders,35,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/planner/EsPhysicalOperationProviders.java,public,EsPhysicalOperationProviders,11,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,x-pack/plugin/mapper-aggregate-metric/src/main/java/org/elasticsearch/xpack/aggregatemetric/mapper/AggregateMetricDoubleFieldMapper.java,public,AggregateMetricDoubleFieldMapper,21,971c87dc70b66d81faba990854d0c084fbe34823
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/BlockLoader.java,public,BlockLoader,16,971c87dc70b66d81faba990854d0c084fbe34823
Change Attribute Access Modifier,server/src/main/java/org/elasticsearch/index/mapper/TextFieldMapper.java,,TextFieldMapper,2,328fed87e28b9c5e3be3836bd56a56f578fa2c88
Add Parameter,server/src/main/java/org/elasticsearch/index/mapper/TextFieldMapper.java,public,TextFieldMapper,80,328fed87e28b9c5e3be3836bd56a56f578fa2c88
Rename Variable,server/src/main/java/org/elasticsearch/index/mapper/TextParams.java,public,TextParams,4,328fed87e28b9c5e3be3836bd56a56f578fa2c88
Rename Variable,server/src/main/java/org/elasticsearch/index/mapper/TextParams.java,public,TextParams,4,328fed87e28b9c5e3be3836bd56a56f578fa2c88
Reorder Parameter,server/src/main/java/org/elasticsearch/index/mapper/TextParams.java,public,TextParams,13,328fed87e28b9c5e3be3836bd56a56f578fa2c88
Move And Rename Method,server/src/main/java/org/elasticsearch/index/mapper/TextParams.java,,TextParams,9,328fed87e28b9c5e3be3836bd56a56f578fa2c88
Move Method,x-pack/plugin/downsample/qa/with-security/src/yamlRestTest/java/org/elasticsearch/xpack/downsample/DownsampleRestIT.java,,DownsampleRestIT,10,6d2190448832aa51cbf673f9687feaad88217d21
Move Method,x-pack/plugin/downsample/qa/with-security/src/yamlRestTest/java/org/elasticsearch/xpack/downsample/DownsampleRestIT.java,,DownsampleRestIT,8,6d2190448832aa51cbf673f9687feaad88217d21
Rename Class,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/operator/LimitStatusTests.java,,LimitStatusTests,102,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Rename Method,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/operator/AsyncOperator.java,,AsyncOperator,6,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Rename Method,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/operator/ChangePointOperatorTests.java,,ChangePointOperatorTests,8,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Add Parameter,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/operator/ChangePointOperatorTests.java,protected,ChangePointOperatorTests,9,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Add Parameter,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/operator/ChangePointOperatorTests.java,protected,ChangePointOperatorTests,9,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Rename Method,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/operator/OutputOperatorTests.java,,OutputOperatorTests,8,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Add Parameter,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/operator/OutputOperatorTests.java,protected,OutputOperatorTests,9,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Add Parameter,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/operator/OutputOperatorTests.java,protected,OutputOperatorTests,9,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Rename Method,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/AnyOperatorTestCase.java,,AnyOperatorTestCase,31,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Rename Method,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/AnyOperatorTestCase.java,,AnyOperatorTestCase,34,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Extract Method,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/AnyOperatorTestCase.java,,AnyOperatorTestCase,106,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Extract Variable,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/AnyOperatorTestCase.java,protected,AnyOperatorTestCase,19,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Remove Thrown Exception Type,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/AnyOperatorTestCase.java,public,AnyOperatorTestCase,32,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Remove Method Modifier,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/AnyOperatorTestCase.java,public,AnyOperatorTestCase,31,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Add Parameter,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/AnyOperatorTestCase.java,protected,AnyOperatorTestCase,35,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Add Parameter,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/AnyOperatorTestCase.java,protected,AnyOperatorTestCase,35,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Rename Method,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/SourceOperatorTestCase.java,,SourceOperatorTestCase,13,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Add Parameter,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/SourceOperatorTestCase.java,protected,SourceOperatorTestCase,14,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Add Parameter,x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/SourceOperatorTestCase.java,protected,SourceOperatorTestCase,14,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Extract Variable,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/enrich/LookupFromIndexOperator.java,public,LookupFromIndexOperator,3,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Encapsulate Attribute,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/enrich/LookupFromIndexOperator.java,,LookupFromIndexOperator,5,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Rename Parameter,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/enrich/LookupFromIndexOperator.java,package,LookupFromIndexOperator,4,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Add Parameter,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/enrich/LookupFromIndexOperator.java,package,LookupFromIndexOperator,12,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Rename Variable,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/enrich/LookupFromIndexOperatorStatusTests.java,protected,LookupFromIndexOperatorStatusTests,8,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Extract Superclass,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/enrich/LookupFromIndexOperatorTests.java,,LookupFromIndexOperatorTests,853,6066ac4e8869fb0d2e0cb29a931c7f7e2806fbbf
Change Method Access Modifier,server/src/main/java/org/elasticsearch/search/vectors/KnnScoreDocQuery.java,public,KnnScoreDocQuery,36,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Change Method Access Modifier,server/src/main/java/org/elasticsearch/search/rescore/QueryRescorer.java,public,QueryRescorer,24,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Change Method Access Modifier,x-pack/plugin/ml/src/main/java/org/elasticsearch/xpack/ml/inference/ltr/LearningToRankRescorer.java,public,LearningToRankRescorer,24,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Pull Up Method,server/src/main/java/org/elasticsearch/search/rescore/QueryRescorer.java,,QueryRescorer,24,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Pull Up Method,x-pack/plugin/ml/src/main/java/org/elasticsearch/xpack/ml/inference/ltr/LearningToRankRescorer.java,,LearningToRankRescorer,24,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Change Attribute Access Modifier,server/src/main/java/org/elasticsearch/search/rescore/QueryRescorer.java,,QueryRescorer,8,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Change Attribute Access Modifier,x-pack/plugin/ml/src/main/java/org/elasticsearch/xpack/ml/inference/ltr/LearningToRankRescorer.java,,LearningToRankRescorer,8,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Remove Attribute Modifier,server/src/main/java/org/elasticsearch/search/rescore/QueryRescorer.java,,QueryRescorer,8,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Remove Attribute Modifier,server/src/main/java/org/elasticsearch/search/rescore/QueryRescorer.java,,QueryRescorer,8,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Remove Attribute Modifier,x-pack/plugin/ml/src/main/java/org/elasticsearch/xpack/ml/inference/ltr/LearningToRankRescorer.java,,LearningToRankRescorer,8,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Remove Attribute Modifier,x-pack/plugin/ml/src/main/java/org/elasticsearch/xpack/ml/inference/ltr/LearningToRankRescorer.java,,LearningToRankRescorer,8,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Pull Up Attribute,server/src/main/java/org/elasticsearch/search/rescore/QueryRescorer.java,,QueryRescorer,8,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Pull Up Attribute,x-pack/plugin/ml/src/main/java/org/elasticsearch/xpack/ml/inference/ltr/LearningToRankRescorer.java,,LearningToRankRescorer,8,759a2b661c13b7e8510bf9ddb81a2ee8ed527ffa
Remove Parameter,test/framework/src/main/java/org/elasticsearch/test/VersionUtils.java,public,VersionUtils,16,0a178b353271c9ca8841001587b1ba18c4946e2c
Localize Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/SegmentCountStep.java,public,SegmentCountStep,108,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Add Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/SegmentCountStep.java,public,SegmentCountStep,82,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Parameterize Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForFollowShardTasksStep.java,public,WaitForFollowShardTasksStep,4,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Remove Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForFollowShardTasksStep.java,public,WaitForFollowShardTasksStep,34,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Localize Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForRolloverReadyStep.java,public,WaitForRolloverReadyStep,130,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Parameterize Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForRolloverReadyStep.java,public,WaitForRolloverReadyStep,28,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Extract Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForSnapshotStep.java,public,WaitForSnapshotStep,15,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Parameterize Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForSnapshotStep.java,public,WaitForSnapshotStep,4,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Remove Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForSnapshotStep.java,public,WaitForSnapshotStep,132,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Extract Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitUntilTimeSeriesEndTimePassesStep.java,public,WaitUntilTimeSeriesEndTimePassesStep,29,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Parameterize Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitUntilTimeSeriesEndTimePassesStep.java,public,WaitUntilTimeSeriesEndTimePassesStep,14,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Remove Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitUntilTimeSeriesEndTimePassesStep.java,public,WaitUntilTimeSeriesEndTimePassesStep,62,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Rename Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForNoFollowersStep.java,public,WaitForNoFollowersStep,4,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Change Parameter Type,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForNoFollowersStep.java,public,WaitForNoFollowersStep,4,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Parameterize Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForNoFollowersStep.java,private,WaitForNoFollowersStep,8,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Remove Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForNoFollowersStep.java,private,WaitForNoFollowersStep,60,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Extract Variable,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitUntilReplicateForTimePassesStep.java,public,WaitUntilReplicateForTimePassesStep,37,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Add Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitUntilReplicateForTimePassesStep.java,public,WaitUntilReplicateForTimePassesStep,80,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
Remove Parameter,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitUntilReplicateForTimePassesStep.java,public,WaitUntilReplicateForTimePassesStep,80,b0c4ca42812eadcec594b7ad6a62a183ee8cef0e
